Class,dt1,dt2,dt3,dt4,dt5,dt6,dt7,dt8,dt9,dt10,dt11,dt12,dt13,dt14,Acc,LI
1,-18059,-192,0,-2089,-17518,-33529,16188,15,16499,3918,1823,14882500,27884020,-542,-0.465857658,0.971794031
1,1200,-325,-163,527,1111,4588,503,13,170,92,-186,-12884000,0,89,-0.056021469,0.594297216
1,406,-155,0,445,420,-727,41,-1,10,3,0,-746200,0,-14,-0.023761521,0.452692972
1,-948,-55,0,-373,-1067,-2028,253,-3,143,142,0,-6000,0,119,-0.028681254,0.752143702
1,-190,-9,-55,487,-977,-2606,254,-7,244,648,-8,-67000,0,787,-0.094719262,0.539287418
1,-4503,-1663,-20,-491,-5082,-17650,1008,-12,1130,308,56,2364300,6558200,579,0.059273423,0.831341619
1,-13,-66,80,452,-2,-15412,-33,-29,179,-22,0,-57000,0,-9,0,0.44524323
1,-97,-307,13,-7,-126,-4117,-1176,-4,-471,20,0,15000,0,29,-0.028596187,0.396360485
1,1130,243,0,585,667,1402,497,-1,388,461,0,-2000,0,462,-0.077034884,0.493277616
1,-585,-506,0,-97,-913,208,435,-4,1403,328,-398,-3852,10752,328,0.023033001,0.913287525
1,350,-318,0,815,47,-271,-238,-3,-88,542,0,300,0,302,-0.050582848,0.288821815
1,-8853,-138,-70,-1258,-8131,2876,3354,1,5044,-724,0,-11782000,0,-722,-0.452213964,0.645451691
1,-859,-150,-8,-702,-402,-2219,-609,-5,-458,-369,29,-14000,75000,-457,0.020837786,0.329130156
1,-243,-307,0,81,-433,-430,203,0,168,154,0,31000,0,190,-0.047988785,0.746899601
1,208,247,0,-230,100,-304,74,-35,1036,21,0,-25200,0,108,-0.026635571,0.109979133
1,-553,-261,-4,556,-694,-1745,490,-5,943,-448,0,-265000,0,142,-0.119949012,0.355130656
1,1389,173,0,287,1090,2713,198,-1,47,276,6,-1500,23200,298,-0.022642958,0.715747729
1,-1114,-1005,0,55,-230,-474,-488,-7,-360,-889,-18,-100,0,-884,-0.013647483,0.396549504
1,-4906,-3762,-158,-382,-3870,-30955,4489,-22,10023,3964,1500,83516000,176500000,-1036,0.123362012,0.536068829
1,30,-263,0,-87,-4,271,294,-2,789,6,0,0,0,35,-0.033974621,0.350388866
1,-865,301,150,-687,83,-1495,-834,-5,-731,-963,0,-32100,0,-948,-0.080855953,0.137153526
1,-265,-178,0,-59,-362,-81,50,2,-4,96,0,-3000,0,97,-0.032366725,0.569859402
1,-651,-549,-257,44,-578,59,311,-1,590,-73,0,21000,0,-73,0.014678616,0.882571075
1,83,119,0,22,143,-1085,-45,-4,62,-55,2,315,108,-61,-0.046889653,0.685683026
1,-1161,-98,0,-326,-609,-2352,-91,0,-10,-571,0,-3000,0,-552,-0.111997447,0.874282068
1,-2343,-249,-118,7,-2355,950,989,-2,1110,11,0,-4,0,11,-0.366518078,0.895492818
1,-7215,-2979,-470,-426,-6100,-3490,10,24,483,970,0,-322000,0,-1114,-0.304899236,0.555420431
1,-696,-83,0,-841,262,-388,88,-12,59,101,0,0,0,-958,-0.038521876,0.386438905
1,276,-199,0,358,47,-29,-25,5,36,229,0,7,0,230,-0.018995207,0.110065684
1,-2543,-268,-120,-116,-1749,-1925,224,-4,532,-800,0,-47,0,-794,-0.482288312,0.82439856
1,-348,-374,0,125,-253,103,2,-1,-45,-119,0,-100,0,-95,-0.072888546,0.389895874
1,-490,-115,0,-96,-328,-1193,85,-5,146,-176,0,-88000,0,-162,-0.08275035,0.844093544
1,-647,-40,0,-250,-144,-577,75,-5,510,-570,0,-1151000,0,-504,-0.115023963,0.325692853
1,982,413,127,349,593,1050,290,37,4,336,0,-2661,42,389,-0.116224315,0.703981164
1,-99,-159,32,85,225,-455,-88,-1,-200,-292,0,-178,0,-323,-0.098012949,0.498325519
1,251,75,0,252,369,-263,-65,-3,-146,108,0,-375500,0,-118,-0.096520763,0.430976431
1,-12,-55,0,-5,39,-206,105,0,195,-102,0,-55100,0,-52,-0.111719106,0.632010944
1,-299,-189,0,-79,-295,-656,217,0,716,-3,0,-300,0,-3,-0.062797336,0.646764986
1,-125,-17,0,-72,-112,-583,-115,-3,-87,-43,0,900,0,-13,-0.011965377,0.441446029
1,-3307,-2511,0,151,-619,-8240,-452,-4,-1689,-2791,-915,11980000,0,-2688,-0.452176179,1.594996091
1,-179,-76,-26,-43,-190,-912,55,3,-2,15,0,24000,0,11,0.024555904,0.478840125
1,540,122,0,430,428,-855,-49,-1,-61,95,10,316,0,112,-0.038220038,0.761397761
1,-535,-181,-38,441,-466,-1256,-209,-1,-175,-86,0,186500,0,-69,-0.177679067,0.321488062
1,206,1,0,28,149,56,3,-1,-3,51,0,-3000,0,57,0.032630863,0.467369137
1,242,-347,-50,411,112,-1348,123,-1,299,1109,0,-365,0,131,0.052576783,0.645497137
1,120,-73,0,86,62,-745,104,-1,41,57,0,-9,0,57,0.049597024,0.486050837
1,-110,-65,0,54,54,-319,186,0,177,177,-162,19000,0,-163,-0.06595906,0.473843821
1,-83,-24,0,-79,-111,-183,87,-1,-12,32,0,-82,3,28,0.028798411,0.461767627
1,180,161,0,-11,326,-363,739,4,380,-890,2,93819190,256051810,-145,-0.485,0.817
1,-842,-43,0,-439,-349,-510,-144,0,-239,-493,0,-102,12,-492,-0.392070485,1.496696035
1,-78,103,0,-168,-125,-77,193,0,156,-271,238,-7578,23627,45,-0.119897959,0.237244898
1,-1068,-995,0,-328,-1459,-142,-657,-10,-7,352,0,79500,0,390,0.07470405,0.235327103
1,-2405,-626,0,-494,-1329,-4960,-635,34,-962,-1094,0,-55,0,-1076,-0.222039923,0.858353842
1,-3707,-14700,-268,21560,-24970,-325672,-31775,-103,-40432,-43835,61319,14889000,248876125,21263,-0.060343127,0.700802356
1,-54546,91958,53461,2377,-51514,-59600,-7834,-182,-7588,-18434,17646,734,575000,-3033,-0.333897522,0.750570669
1,-3308,2680,2048,-4680,-3183,-42199,-1205,2,-428,-60,0,-68000,0,-126,0.017858555,0.774229267
1,-6309,-3753,-111,-1538,-2677,-12081,-2400,-98,3734,-4298,0,102100,0,-3632,-0.071498028,0.796936061
1,-953,101,63,-1114,-1114,-1268,-94,-4,36,100,0,-33000,0,161,0.098691589,0.599813084
1,-2661,-1439,-254,-569,-1854,-7791,-444,-5,-594,-881,16,-93500,200000,-807,-0.053123539,0.859323882
1,-4896,-2120,0,-868,-4913,-3117,243,-4,4233,20,0,2077,0,17,-0.232734575,0.95816133
1,-3131,-47,0,-521,-3240,-18532,470,-37,3085,130,-1214,-4100,0,109,-0.209304945,0.84364087
1,-14,-160,0,-364,67,998,361,-11,847,-57,0,374700,0,-80,0.01359895,0.601336037
1,-2368,-87,45,-446,-1580,-7340,-563,-3,-651,-820,0,6700,0,-787,-0.109478794,0.347470618
1,-1658,-1190,0,-189,-440,-1148,-605,-23,-1223,-1169,50,-76000,0,-1218,-0.153316646,0.545212766
1,778,-523,0,1209,322,407,337,-2,542,427,-2,158,20,456,-0.169392523,0.380507343
1,-460,583,0,-744,-825,-1374,1085,-6,2195,356,0,27000,0,364,0.137726034,0.435719594
1,24,100,0,-28,-10,222,255,-3,220,46,0,0,0,34,-0.030281182,0.733958183
1,-294,-140,0,135,-155,-398,501,9,1253,-137,-474,-662,0,-140,-0.408256881,0.160550459
1,-1564,-72,0,-1420,-1119,-505,51,11,565,-304,0,-88400,0,-443,0.178947368,0.363157895
1,428,176,0,83,151,-55,-23,1,-70,-140,178,6208,5000,277,-0.004672897,0.352803738
1,-8004,-1939,612,-2155,-9508,-6065,-2284,109,6028,1507,-1,432,0,1503,-0.025526444,0.836705653
1,-16074,1460,322,176,-16441,-17411,-5956,-8,-3356,-269,594,-6077,19000,367,-0.194842131,0.64241986
1,-2884,-481,-271,238,-3289,-7634,303,-6,51,169,0,-5000,0,405,-0.072840061,0.511876292
1,-1230,887,43,-579,-1071,-3484,-883,9,53,-134,0,12900,0,-160,-0.170317271,0.282092128
1,-440,97,0,-184,-563,-173,218,-1,159,127,0,-64000,0,122,-0.057272042,0.654860588
1,-410,-20,0,110,-392,-1522,-321,-1,-194,-17,0,-46,0,-19,-0.02110139,0.268142048
1,-664,673,765,-60,409,-3798,-741,-11,-1070,-901,0,-2761800,0,-1073,-0.237279424,0.658386157
1,-7238,-3136,28,199,-10959,-41563,-7492,-287,6756,3419,-12247,-11445,0,3721,-0.01475243,0.732360519
1,-11223,-3399,-149,-2490,-9961,-15566,731,1,1683,-833,93,2005000,0,-1262,0.024567575,0.909821167
1,-1063,-433,0,-308,-585,626,106,0,76,-476,-1,-9,0,-479,-0.247876448,1.088803089
1,-1350,-414,0,-892,-88,-70,336,-2,-87,-1367,-721,-2242000,3187000,-1262,-0.341680129,0.092891761
1,-389,-372,0,-94,-173,-271,56,2,77,-237,0,-4085,0,-215,-0.174351585,0.246397695
0,11425,0,0,17721,23614,-7408,0,0,-12277,-11568,-13,1000,0,-12188,-0.028859727,0.954187597
0,1581,999,50,1680,817,400,394,9,83,724,1,17100,0,764,-0.108121349,0.156811758
0,6497,509,0,883,3781,1773,-359,-2,-113,2318,0,32655000,0,2716,0.016098749,0.624635176
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034501396,0.543104225
0,120,657,0,-90,-265,295,173,1,117,107,0,2725000,0,384,-0.088235294,0.426781276
0,1925,395,0,-15,1388,2924,755,0,422,392,0,18000,0,537,-0.026467958,0.304739195
0,-4347,8,607,-4848,-8096,2762,27,27,128,3648,-968,134100,15201427,3750,0.060455155,0.445212516
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.085240464,0.397180763
0,14695,1940,0,7114,5465,28126,134,14,51,0,8478,12040000,0,9230,-0.016855967,0.65708642
0,-13363,-7916,-2754,-2243,-3788,-2104,1255,12,-2156,-3878,0,-3753000,-5634000,-9576,-0.11634666,0.941228301
0,-1260,1705,115,-2727,-1057,1459,-940,15,-580,132,-4424,135000,0,-203,-0.048440651,0.633028457
0,-9872,-5742,-18224,-62483,-119088,-132792,-158963,-141,23886,41696,-3699,-288892000,0,109217,-0.001494547,0.615592291
0,568,974,20,-109,-136,630,53,-2,93,435,0,-84600,0,703,-0.072885486,0.447406892
0,2052,1300,0,1180,1037,1304,322,5,-57,116,0,42000,0,1015,-0.061939432,0.319299356
0,-335,-309,13,-64,-292,-636,-278,-2,-139,-31,0,-90000,0,-44,-0.026709402,0.192307692
0,417,610,0,-158,632,-199,-120,6,-528,-517,0,-1998000,1322751,-214,-0.012707722,0.853372434
0,1618,879,0,-311,921,1525,380,-6,43,328,49,-8800,0,697,-0.026566825,0.298709964
0,13398,164,-73,11991,11392,27769,1794,43,3243,5255,0,-48100,0,2006,-0.050702003,0.391136203
0,1058,1743,1890,-1907,766,1672,175,-14,48,376,-3,1000,0,291,0.008568148,0.170214645
0,-1599,4596,85,-8643,-13378,-6792,-509,-1,-744,6615,0,265000,0,11779,0.013649834,0.352301179
0,-1400,-1329,-57,30,-820,-546,212,-47,-28,-353,0,-4000,0,-579,-0.006951133,0.172815209
0,4141,2797,122,441,2748,3601,1272,1,2250,218,1212,1094,12481,1394,-0.020047788,0.770266333
0,32,288,331,71,-553,28874,1273,24,772,572,0,-20100,0,585,0.089138695,0.601290374
0,5710,3889,0,3405,5673,1064,68,3,-11,258,0,145000,0,36,-0.108336002,0.396360337
0,372,174,-665,317,576,-1544,-506,0,-164,-106,0,1103200,4844600,-203,-0.030929892,0.519954769
0,19970,2720,-123,331,11720,3210,275,-46,-11650,13582,0,-26402800,-268119164,8250,-0.024278001,0.577436929
0,14926,690,-2,673,14288,1413,84,-2,72,498,40,-133400,6400,639,-0.013824987,0.808561712
0,17373,10049,2047,801,-1209,17871,-3560,11,-2165,5439,14605,376400,0,18583,0.033299502,0.324319432
0,1055,1062,0,-27,678,268,109,1,40,350,0,-7927700,-19800000,377,-0.054153377,0.631812509
0,1225,-1836,201,782,541,3403,-203,11,548,1442,0,271000,0,683,0.067980273,0.339438283
0,111742,5715,-144,-1759,109406,3294,1649,47,1253,1844,-127,5180,0,2335,-0.011838492,0.873737753
0,-3003,-182,-30,-364,-2078,-4939,-1306,-1,-1114,-412,-457,-2000,0,-925,-0.052319265,0.335645633
0,-73,-104,0,7,-156,-148,-196,-1,-94,81,-13,-6,59,83,0.162426614,0.028375734
0,129,248,-32,-284,-188,-195,25,1,50,277,0,-1047000,0,318,-0.011142375,0.810129432
0,103,54,0,-12,38,-1,-53,1,-104,66,0,3200,0,64,0.005081875,0.144551101
0,-97,429,-12,-1237,-1191,7,995,19,-115,607,118,-28400,0,1093,-0.031443299,0.48667724
0,-726,-2517,-64,-6313,662,8963,-1781,21,-1169,24,0,70000,0,-1387,-0.023910504,0.649980533
0,2724,276,17,1033,2322,13767,373,0,260,822,0,0,0,402,0.070038911,0.835834723
0,23,2257,3670,-2258,-94,-251,-176,2,92,144,-2031,202000,180000,117,-0.006413059,0.292741583
0,8277,6387,12574,-32173,-15681,166199,68043,-13977,21747,52528,0,120700,0,23958,-0.004810669,0.307513336
0,402,-6,0,514,242,226,18,0,5,160,0,-8800,0,160,-0.115175765,0.523863961
0,522,1431,0,335,-584,-573,131,8,107,1001,0,19000,0,1106,-0.023908089,0.606772408
0,-312,-128,-3,-10,-362,-358,-186,-13,-202,197,12,-47000,0,51,-0.068545379,0.288852051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.574564724,0.029523089
0,-499,-517,0,34,131,-2138,-470,1,-734,-630,0,-1900,0,-630,-0.110172899,0.788969307
0,-712,-901,0,451,-85,-541,113,-33,574,-929,0,16000,0,-627,-0.114871216,0.217334085
0,130,10,0,80,15,504,87,0,115,107,-193,-2600,0,115,-0.063545151,0.206243032
0,18867,13297,580,-231,6969,6289,146,39,524,7726,0,76300,0,11899,0.015099162,0.418145817
0,-106,1076,42,-266,-656,-755,-225,10,-476,-114,0,52000,0,550,-0.01625641,0.663948718
0,31543,10363,1922,3173,22359,2780,358,44,-1333,7328,0,0,0,9184,-0.065719811,0.708841898
0,5963,0,0,5939,27,1131,1124,0,1124,2785,0,0,0,5936,0.150318094,0.005918035
0,11538,809,1,2830,7906,44435,3949,-31,2634,3564,84,-250000,2493099,3634,0.02282244,0.650702976
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-264,261,22,1302,-376,694,37,32,141,279,63,-1324000,0,113,-0.129365866,0.412125341
0,-240,1518,0,-1064,-81,-839,-319,0,-285,-184,0,-40000,0,-159,-0.057080554,0.121600821
0,193614,50891,28211,68996,425973,-722448,0,0,-36526,10538,-8500,1137579,10000000,-232358,-0.023605278,0.97734107
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.304761905
0,565,686,0,-676,138,142,56,4,91,208,-564,3000,0,426,-0.012354651,0.299176357
0,1105,-329,0,1390,306,899,-78,0,-140,800,-17,491,140,799,-0.067853977,0.298009509
0,17,-224,0,341,-465,-497,6,1,-36,-17,479,-5106300,1850000,483,-0.04467354,0.796269023
0,-1078,-2257,0,1296,-19,995,-582,173,-1986,1198,0,76100,0,-1058,-0.024757311,0.168722144
0,-707,687,0,-850,-233,-3892,-862,0,-676,-449,-30,-97,0,-474,-0.078734622,0.376625659
0,2616,1447,0,812,1350,1805,479,1,392,528,0,-77600,0,1266,-0.03666087,0.224695652
0,-216,-13,-3,-958,-1017,2293,582,-57,245,557,-2853,3178000,7000000,801,-0.053999797,0.660123695
0,-162,-34,-9,-83,-10,238,21,1,19,98,-3,-3,0,-152,-0.042979943,0.31273025
0,-5534,11509,-3875,1244,-15798,-30581,-5140,-47,1681,2602,2750,-6481000,0,10265,-0.037045911,0.85330734
0,409,171,110,112,106,1014,52,1,42,364,0,30300,0,302,-0.058274221,0.296219808
0,8838,-147273,0,-111407,-198528,830349,120781,2801,137632,250699,-480,99136200,0,207366,0.001706039,0.653268743
0,-8,-685,-501,333,657,885,-520,-2,-273,-351,0,-86700,0,-665,-0.017985039,0.588214229
0,-16211,-1220,-520,1103,-2367,4984,0,0,-1438,2223,-1,-410000,-2000000,-13845,-0.014384549,0.940442036
0,38239,70785,-2719,-99428,93192,-28688,-23941,-1260,-59738,-31865,-1,-276800,0,-54953,-0.054123896,0.451589386
0,87724,40091,3869,3559,40802,338750,16505,3831,5246,74388,-32081,9848700,0,46921,-0.047230057,0.625224922
0,699,303,-7,-242,230,534,105,-1,31,375,0,75000,0,469,0.009771078,0.490601154
0,747,465,-58,219,623,26,-128,1,-72,134,0,-2,0,124,-0.054929822,0.523479466
0,7323,337,248,-694,6392,-2383,-40,5,115,981,0,68100,0,932,0.11200134,0.746782227
0,289,92,-15,26,124,263,116,0,17,154,0,-714000,0,163,-0.022753346,0.750860421
0,5471,732,0,-1431,4660,9074,106,0,632,300,0,-412000,0,810,0.000971743,0.685948088
0,-1170,-34,0,-506,-509,-6382,-1543,0,-911,-613,-81,-209,409,-661,-0.017164313,0.550777758
0,229733,107034,24369,848,102381,191286,45734,185,33343,55616,0,-337400,10010000,127352,0.00097682,0.467827394
0,-16,410,0,-755,-33,152,-118,0,-104,16,-988,-47400,4000,17,0.050509165,0.254175153
0,4220,553,0,-1172,3185,4271,151,22,205,1039,0,-28000,0,1035,0.073885745,0.381455607
0,22203,48005,-129,-24666,4836,-4338,802,-83,9105,-931,0,-3457000,0,17367,-0.058282195,0.745152076
0,8016,8853,280,964,1903,-2933,-6536,-36,-764,3453,0,439000,0,6112,-0.076684598,0.537982291
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.055876875,0.605904417
0,8265,-177,-121,-397,8301,11714,625,60,313,1883,-2,-97000,0,-36,0.004313478,0.707810304
0,335,829,-3,356,-994,1191,338,19,57,1725,74,989000,1727000,1329,-0.042301012,0.393021355
0,-46,-279,-6,167,-107,194,226,0,246,0,0,0,0,61,0.083906465,0.671251719
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029672683,0.628632609
0,-1544,89,0,-4618,2032,13218,-2797,-27,-1779,-1334,-356,-18500,0,-3575,-0.031611494,0.168658302
0,372,74,0,83,282,436,101,0,136,145,0,-6712,0,90,0.041162228,0.703389831
0,372,-9,0,453,44,246,141,1,97,170,309,1300100,1722200,328,-0.116217411,0.231109147
0,47855,62205,-515,-28953,9576,36351,5987,15,1433,7834,-261,-29300,170089992,38279,-0.035612439,0.379057455
0,5,0,0,5,1,1,1,0,1,4,0,0,0,4,0.023121387,0.002890173
0,1240,75,-120,174,1058,2269,226,0,116,172,0,21000,0,182,-0.016756032,0.600033512
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.049735018,0.86628618
0,383,-110,0,593,244,286,150,-2,311,126,0,-10500,0,139,-0.157251265,0.202782462
0,-564,-384,-4,-202,-499,-1667,-4,-5,-913,-97,-1643,-900,0,-64,-0.019081342,0.959181666
0,1261,859,453,721,910,-321,46,1,51,351,0,15000,0,350,-0.071901463,0.472055427
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017973856,0.967553688
0,-10728,-7530,-2330,-2548,-7975,-5885,-2734,-10,746,3506,0,1267700,0,-2753,-0.036677979,0.744580657
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.053412423,0.712120736
0,-44031,-9418,1683,6904,-20271,-31402,-11366,-52,-19797,-16068,-179,-54000,0,-23760,-0.183731257,0.525509392
0,558,91,0,404,-234,2893,-199,-7,-4,789,0,-15200,7450000,792,-0.006686478,0.407481863
0,-66,20,-2,-196,-299,639,-23,0,55,230,0,0,0,232,0.026759744,0.738917976
0,913,1299,1707,-252,-68,-894,-410,-9,4,861,-1,-395000,0,980,-0.016984316,0.227434926
0,51590,21180,-4172,18151,41887,102634,11536,-64,13189,25465,0,-55000,32987491,9704,-0.060281956,0.744183738
0,-222,-3,283,-572,-1006,-3541,-1659,-37,154,596,0,-22000,0,783,-0.055655558,0.374377686
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007037773,0.531106693
0,624,-92,0,1092,201,-818,-303,-2,-47,141,0,-136000,0,424,-0.046867092,0.439087964
0,-8922,-7007,-4752,575,-9785,-3172,-44,26,1452,2395,0,814000,0,864,-0.034296176,0.453580146
0,-2130,-1101,-73,2621,-2438,589,288,-28,303,824,0,-82000,0,307,-0.038604826,0.718664833
0,468,442,712,-1894,268,147,-120,23,-141,126,0,-11000,0,199,-0.002478178,0.175647768
0,202,-139,16,443,17,561,278,0,209,209,-13699,-3224,0,185,-0.010453067,0.571846006
0,64406,48064,58060,2093,59213,40585,-6119,-42,-14271,-21396,0,-3136000,0,5194,-0.118746925,0.808812981
0,921,426,0,655,68,-136,-243,11,-70,277,0,93000,0,853,-0.025871414,0.309710211
0,27246,44764,21767,-8129,18226,5619,808,-167,254,527,0,-151000,0,9021,-0.015435968,0.60285889
0,-2085,672,107,-4958,-6323,-7332,665,8,325,1796,2259,371400,3647275,4238,0.120971848,0.671007008
0,1980,1713,466,5,1736,-2788,1494,-42,819,1390,-544,290000,0,244,-0.011637246,0.494232642
0,-108,-42,0,-171,-63,268,171,0,172,-214,60,2519339,5348126,-44,0.337854501,0.254007398
0,-852,283,0,-643,-857,-1385,-224,0,348,45,0,-9100,0,5,-0.004171688,0.649300083
0,10836,0,0,10836,69,4505,4423,0,4423,-3104,0,0,0,10767,-0.038302488,0.005965697
0,-617,-614,-95,63,-908,-692,111,1,197,296,0,-5500,0,291,-0.07546947,0.674028582
0,-11152,969,-3,-1741,-11373,8785,5166,-292,4091,293,0,-39600,0,220,-0.108865566,0.77511607
0,117881,72914,0,-11716,50652,249772,62,-735,-40293,51652,19423,30128600,0,67229,-0.063250472,0.675970871
0,1738,1449,244,206,1602,373,-36,12,137,107,21,29373,95026,136,-0.056035007,0.470645436
0,-62,32,45,221,-236,-373,-71,-4,-32,2546,0,0,0,174,-0.014588235,0.356470588
0,5671,5105,190,-41,5675,8276,-27,-85,-634,1202,3,-2091000,0,-4,-0.009407238,0.756193979
0,-2011,-2223,-35,4624,-2788,2853,-873,10,1568,1739,0,-5576000,0,777,-0.095774494,0.700399562
0,64927,26485,-415,21445,20074,31723,-4778,247,-804,16065,0,212300,0,44853,-0.039592451,0.481235103
0,-21,-48,0,192,-340,590,276,0,209,301,0,53500,0,319,0.011602383,0.507682659
0,1272,378,-14,-440,891,1192,120,10,33,100,0,35900,0,382,0.082348357,0.529094688
0,4191,137,0,834,3886,1648,228,0,-21,479,-211,-148000,20000,304,0.223180077,0.709917477
0,-1423,0,0,-1422,-2,-1404,-1404,0,-1404,418,0,0,0,-1421,-0.085062241,0.04011065
0,-163,188,0,213,-420,587,8,3,118,246,0,2038100,0,258,-0.0748481,0.519329639
0,333,295,354,34,308,121,10,0,-44,25,0,0,0,24,-0.098078868,0.59049545
0,6807,0,0,6758,53,3304,3294,0,3294,2964,0,0,0,6754,0.234905073,0.007858699
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062483487,0.40343461
0,-18509,-3995,3381,-15460,-7159,-4729,-2954,-558,-2766,8401,-7794,1148500,0,-11350,-0.010155445,0.134953072
0,26514,10232,1461,-966,23570,23092,-27,1,331,2540,0,-18135000,0,2945,-0.054291194,0.69017145
0,431,61,0,29,378,336,146,4,-27,117,0,1078000,0,53,-0.048739496,0.454528478
0,5543,303,-16,99,5229,2393,31,9,69,119,-49,18000,0,314,0.054232565,0.639438582
0,5585,-2639,0,6333,5609,14101,391,63,-120,1249,0,9000,0,-24,-0.056792696,0.615785281
0,1535,651,213,1029,1121,3396,346,-4,200,257,0,-45700,0,414,-0.082254817,0.731032499
0,-256,66,46,-311,-106,-162,-95,7,-112,-112,0,53000,0,-150,-0.01868806,0.70637093
0,554,133,13,-189,620,1898,93,12,58,128,0,-453400,0,-66,-0.022803554,0.358835143
0,975,-305,-15,689,684,-1788,-836,-32,-645,289,-13,-2200,15000,291,-0.065837321,0.392956938
0,10566,-1635,-449,2929,8943,24517,1229,11,1467,1837,0,1800,0,1624,-0.00657396,0.876763726
0,-3215,-977,-825,-698,-2717,-760,-797,8,-281,60,0,145000,0,-498,-0.04587575,0.552042548
0,27400,-90565,-1591,49301,70864,30972,1405,472,1429,22676,0,3746000,0,-43463,0.013178655,0.813910939
0,170,362,298,-293,-58,-86,168,-3,140,364,56,0,0,227,-0.049885057,0.616321839
0,-1828,-2335,-1334,-313,-183,-871,-530,8,-2175,-2058,0,-209000,0,-1645,-0.174937207,0.878080239
0,4732,-212,473,-3,3501,1785,285,16,2660,1955,582,935000,1830000,1231,0.003216368,0.500882268
0,-10660,12964,6818,26922,-85462,42175,42167,636,28565,46698,0,-2690000,0,74802,-0.053367908,0.676991481
0,3149,-782,0,4007,-41,1131,252,14,473,3559,0,-19400,0,3191,-0.026962551,0.362926164
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.267047161,0.010063082
0,1675519,-129791,-93050,-25417,1703287,-100386,1339,-2765,124225,-14315,-6780,-6082000,0,-27767,-0.039393128,0.926782194
0,-24258,9148,-96,-25792,-24183,-8596,4155,-48,596,-10,11,-11201000,0,-75,-0.075062264,0.682199111
0,309,296,0,123,171,-474,7,2,692,201,0,-310000,0,138,-0.050276181,0.64569947
0,50094,10509,1130,12181,36581,73486,8422,154,4215,7514,0,-1328000,0,13513,-0.028555316,0.545611551
0,739,508,0,201,269,891,136,1,38,169,246,98100,864700,469,-0.063035804,0.641200202
0,534,124,0,-485,-430,2637,194,1,182,1039,-534,-31200,0,964,0.003152859,0.383561644
0,3886,1377,38,1121,2653,1401,452,6,331,481,0,153700,0,1235,-0.029574077,0.352341871
0,11598,6179,707,576,6423,30905,1896,104,3022,6129,0,100900,3542838,5176,-0.036450178,0.414137011
0,1197,-183,0,385,1112,16658,507,27,211,116,0,-246000,0,84,-0.027777778,0.487459901
0,-268,1648,-40,-2350,1392,-3095,-5560,8,-2825,-296,36,73900,0,-1660,-0.020070661,0.318574758
0,-633,-180,-5,-314,-674,-335,231,-1,175,97,0,200,-150000,41,0.016709355,0.684107818
0,269,-350,-23,386,-573,991,68,-1,55,815,0,516200,0,841,-0.039553263,0.375718897
0,-59,-70,0,64,-60,-582,-10,-3,92,20,0,-1000,0,1,-0.006487762,0.588911825
0,-261,-131,159,-37,-39,-764,-538,0,-40,-54,-2,162100,0,-222,0.070577452,0.544637947
0,995,2011,36,-1279,-309,7441,334,0,-172,1827,0,-20300,19410000,1304,-0.112886324,0.621293953
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-215,-240,0,328,-351,-838,-55,0,-279,133,0,-220000,0,137,-0.030894437,0.702038559
0,18,-56,400,-75,372,707,-599,-8,-374,-54,-50,6522000,0,-354,-0.053662866,0.539871646
0,-9180,4800,-117,-8240,29708,-32846,-16726,-41,-13108,-39364,0,24600,0,-38887,-0.114000268,0.391433907
0,6491,0,0,5683,131,-2987,-3009,0,-3009,-9119,0,0,0,6361,-0.303983783,0.083818086
0,-486,-397,49,7,-614,-10,262,-1,543,664,0,202000,0,128,-0.002660838,0.860305996
0,1900,694,-33,755,690,4021,692,15,541,1202,0,110000,0,1210,-0.002673472,0.341171467
0,-326,-217,-46,-100,-571,10,-191,-3,-44,260,0,32000,0,245,0.043083573,0.507636888
0,-409,-321,-155,20,-341,-276,-78,0,-278,12,0,4000,0,-68,-0.029142489,0.217666022
0,-192833,-18097,-581,-53324,-210872,-30959,40634,-70,49326,17391,0,179400,2248350,18040,-0.083207052,0.877261029
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467816446,0.822194847
0,-2593,-240,0,-1301,-1570,-1997,-1073,63,-555,-981,0,-19800,0,-1023,-0.03876823,0.884587137
0,1604,4,0,1555,144,312,531,0,556,242,1209,0,3049800,1460,-0.057936508,0.343650794
0,10166,1209,0,-714,8649,17782,2079,-21,2223,506,320,600,700000,1517,0.046696762,0.791903306
