Class,dt1,dt2,dt3,dt4,dt5,dt6,dt7,dt8,dt9,dt10,dt11,dt12,dt13,dt14,Acc,LI
1,-35447,-13967,-4842,332,-7799,-12782,4357,-27,-28742,-27471,0,-297900,0,-27649,-0.085732458,0.547016266
1,16742,-8821,1186,-10025,1515,31850,17549,294,14646,26096,56,-1323000,8801011,15227,-0.013711874,0.570251217
1,-7421,-232,0,1567,-13285,1166,738,-1,367,5803,0,-7500,0,5865,-0.024666631,0.834904369
1,-34660,-45443,-30,19184,-22242,-8508,4362,716,2416,-896,0,73600,0,-12418,-0.050475277,0.418810063
1,-36875,-82320,-41,40852,-17375,83252,-4673,20,-4162,9485,0,40100,0,-19500,-0.06483654,0.450751694
1,-40456,-17198,0,-15847,-31761,-15234,11740,110,-2520,13402,0,-2497400,0,-8695,-0.089483045,0.377381081
1,-10158,-7398,531,4442,-29143,-6969,2252,0,-174,4727,15203,731000,63250000,18984,-0.055913612,0.87769138
1,89353,-685,955,-3962,85749,279475,2433,201,-5786,3307,0,1535000,0,3603,0.098988921,0.79268089
1,982,-9446,666,5291,-704,17492,-1335,155,-6695,7507,-62,2698000,0,1686,-0.063449799,0.66818935
1,-11098,-12607,0,4901,-11662,25301,6087,9,3515,6652,0,-223000,-6754508,564,-0.079572097,0.553088417
1,21779,-64,0,-220,21305,-557,0,0,608,528,0,431000,0,475,0.00210142,0.96578499
1,3027,1752,5599,4587,-2987,11804,5705,2,-1027,6101,0,0,0,6013,-0.039993767,0.368863299
1,17813,-4916,23,14608,20160,19411,8130,56,3273,1851,0,730,0,-2347,-0.038103795,0.56455457
1,38326,2401,0,38086,19984,32965,21640,857,-1635,20169,0,860000,0,18343,-0.048531276,0.435470926
1,35463,18613,2011,16694,6773,12053,32038,86,21241,32541,103,989800,-17000000,28691,-0.100705589,0.377570733
1,22261,7971,1484,-3880,17606,41336,3730,-64,3219,6212,1,328000,0,4654,-0.051208419,0.424728655
1,5077,-9595,-344,11904,-13598,21800,9421,-94,2061,1600,16371,-142000,140000000,18676,-0.066646976,0.662305306
1,-5470,-11549,-58,-6308,-23786,12205,-676,6,-8383,26262,0,402400,0,18317,-0.034496961,0.201365594
1,-5514,3674,-200,-17901,-18665,54123,2327,1282,7261,19445,0,-434000,0,13152,-0.003369608,0.672887669
1,14881,14508,2864,-3645,9703,45452,3066,149,-2236,7835,262,-350000,2000000,5177,-0.051261042,0.585105939
1,-27527,-21227,-383,19306,-11902,-86247,41351,-105,26650,1521,-21591,3538100,0,-15625,-0.019954976,0.619257757
1,-5503,-3857,2766,-4590,-9218,83115,9677,51,5813,9878,2540,-5507000,0,3716,-0.045740242,0.884457008
1,17025,-12120,-286,29557,3610,30482,18864,58,13926,20523,0,-3275700,0,13416,-0.068329962,0.323802453
1,30918,5675,-34,1857,22149,13670,-198,-43,1768,8053,0,-466000,0,8769,-0.019624035,0.731838169
1,7830,-1160,1492,714,4579,63367,1136,-1,654,4119,0,182000,0,3250,-0.022147938,0.809461411
1,22668,970,1015,-3205,12663,26807,11519,432,7647,22742,0,-154000,0,10005,0.027618273,0.168665287
1,-5696,-24360,-8,5007,-7419,-23635,9348,131,20179,4001,0,-1028000,0,1723,-0.065153208,0.748832791
1,-8958,-2132,0,6669,-13674,2728,280,87,-1784,198,3159,-548950,205685,4715,-0.006277855,0.805796626
1,-15394,-9591,998,-5103,-16227,17896,572,31,856,6252,0,952000,0,833,-0.028535219,0.505017072
1,8702,-4050,4220,-3510,8807,27532,1883,128,868,4901,0,-544000,0,-105,-0.024761361,0.412696012
1,-512,1792,0,-3931,7617,-5362,2532,-21,93,530,2,-133000,0,-8129,-0.040260091,0.56001534
1,5842,1125,-159,3231,-5311,25318,18087,570,10171,20086,-1,-197000,0,11153,-0.034738733,0.353251235
1,2328,1181,104,12541,2022,-1368,-1426,5,-2794,112,10,500,0,305,-0.09424855,0.324148829
1,22692,-111,-496,4132,15235,159817,3963,3,2187,4007,0,-314000,0,7458,0.012858389,0.831622492
1,-18711,-18070,-81,-555,-18409,23062,-1145,0,-1810,2786,0,-296000,0,-302,-0.063379604,0.572138794
1,-11371,-1053,-341,27179,-20727,-22982,4499,0,3445,9388,-18045,-1295000,0,9356,-0.121171475,0.696873874
1,19255,9235,1855,1506,5571,122319,19034,36,7476,21938,-1526,758900,0,13685,-0.02461649,0.595858349
1,15693,1321,1689,8801,6517,-4156,2127,103,-380,7195,0,1080200,0,9176,-0.043553335,0.367911154
1,-31098,-3554,-3,-30554,-19047,43286,-5753,-186,-3640,-11915,0,-3732500,0,-12052,-0.054361083,0.247188715
1,6610,164,10067,6684,3643,5162,2635,-26,3989,5001,0,109,0,2968,-0.049465745,0.216244824
1,-17666,-10838,-807,-7741,-2347,15631,14455,-195,31776,-3963,0,-631500,-10000000,-15319,-0.067191317,0.306796986
1,12083,12793,-380,-2506,17499,6366,3518,13,-2436,-241,0,-662000,0,-5416,-0.076828589,0.739241377
1,-4068,1555,-671,-1029,-9564,9193,5566,286,-16,10981,342,-70700,-900000,5497,-0.057831908,0.272506687
1,11673,6438,-253,-10887,10217,18387,-2069,27,-3312,1867,-14476,363600,0,1455,-0.013191204,0.643921437
1,26499,26092,31158,814,25951,1198,1014,45,-569,2424,0,-43100,0,548,-0.031014928,0.605061954
1,13125,-1049,-877,3054,11539,40693,10104,84,5803,12386,280,0,0,1586,-0.041134762,0.622225963
1,15773,-8017,-277,6637,4298,68062,20255,86,16353,15673,-664,428000,0,11475,-0.064597698,0.684481682
1,871,135,-118,308,-5717,14583,596,-55,845,8909,150,499000,0,6587,-0.020560823,0.308283317
1,7239,4839,911,2217,89,7972,1615,-288,-1552,6797,0,11900,0,7150,-0.040282775,0.086777686
1,1435,-4049,90,3573,457,13349,5949,737,2848,20159,-505,-525100,0,979,-0.015995545,0.154931702
1,36504,-7033,-166,8732,13945,90824,40857,-38,33688,25687,0,-820000,0,22560,-0.034026532,0.653927293
1,5687,-4820,230,9273,-1283,38357,5997,3,6361,9072,0,-16600,0,6970,-0.0738111,0.369603251
1,8308,-6652,36,11096,4731,58308,2390,295,5470,6592,0,700700,0,3577,-0.005300665,0.697652263
1,-19214,1284,933,-9738,-20321,5331,1981,-42,-884,1139,443,57300,0,1106,-0.045610236,0.741404371
1,3290,-6825,-1763,10514,771,-9426,-5310,-158,-6091,7818,0,-287000,0,2519,-0.067539091,0.25684637
1,-948,-2126,-164,-813,-1901,36597,5121,-6,1229,3161,0,1059900,0,953,-0.093555085,0.801513906
1,25754,725,-6,-3377,23358,173512,1925,-19,440,2812,0,-101000,0,2397,0.032891349,0.88613291
1,11333,4564,761,-5179,15969,99953,-1253,249,-1456,-3998,991,36000,0,-4635,0.052463027,0.521982655
1,-7609,-12637,0,5306,-6173,8758,1700,252,1304,2589,3,-11000,0,-1436,-0.024971867,0.505462459
1,-15089,-8279,-84,-1828,-3452,14711,4589,75,-4826,-6683,0,182000,0,-11637,-0.138856249,0.423216675
1,-40239,-20925,-190,-3419,-41322,-2865,8702,84,3911,4285,-744,-692400,0,1083,-0.137920227,0.762437433
1,-12778,-13708,-4302,-975,-5945,17681,6822,17,12875,-6638,0,376000,0,-6833,-0.033507956,0.725021131
1,2785,-5074,-129,-5598,688,21843,174,7,1677,5448,0,49000,0,2097,-0.008334736,0.762755801
1,263,-2219,252,832,1674,-5338,2457,-2,226,-187,0,-138000,0,-1410,-0.0653209,0.745145525
1,-2168,-10074,-291,5817,4379,20128,3641,253,1848,3295,0,-96000,0,-6548,-0.054307865,0.405012434
1,16790,2563,3750,-5082,9865,11034,-1477,7,-598,5725,677,-127300,0,6925,0.036390782,0.430057181
1,-4884,-10568,-3106,9698,-9574,54592,6532,120,5457,5928,0,-8000,0,4690,-0.042523262,0.69529858
1,28481,-390,4,6929,22305,63996,18145,26,10406,7015,-7,-211000,0,6177,-0.01415949,0.508052047
1,4107,4278,-55,2012,3963,-2559,-1693,-24,474,-413,0,647900,0,144,-0.055934257,0.713966523
1,17923,-913,-202,13215,-878,218,1098,111,2611,14525,5641,20700,60600,18801,0.01928561,0.153662588
1,-2618,-955,2202,-2484,-4268,6567,686,-141,595,4461,0,393000,0,1650,-0.026787555,0.335861792
1,31249,2139,-52,21165,19884,43054,12248,-22,9370,11601,31,-672900,0,11364,-0.080839268,0.46587432
1,-12985,-3551,0,-6976,-12058,3877,-546,-105,-1338,1064,0,-371800,0,-927,0.05104872,0.533088613
1,160,-4691,64,-1032,-4391,9485,-1370,19,-943,7462,0,256100,0,4552,-0.021515178,0.408260957
1,-3592,-1822,787,1798,-6974,-2049,-3361,8,-2032,3636,0,386000,0,3382,-0.044410066,0.269304362
1,4160,29,554,725,3378,7977,290,-36,-46,1197,0,73000,0,781,-0.025367913,0.508082027
1,10991,1334,-108,4079,3267,43780,10544,1,7500,10838,0,52000,0,7724,-0.059501508,0.289485208
1,1423,-3244,-38,3074,3079,8071,1042,51,59,-223,0,5000,0,-1656,-0.056931014,0.526466681
1,355,-6391,-187,3850,-1369,32671,10929,50,7278,5247,-42,39300,0,1724,-0.054245268,0.357802878
1,-1764,-3692,-311,-3565,-1351,-8398,-95,-2,403,1486,0,1279000,0,-413,0.015186924,0.800331232
1,9473,2622,6288,1299,5917,1569,2392,1,1253,8445,0,-14920,-1370982,3556,-0.04313591,0.19579654
1,2921,608,0,-3927,-235,221,968,32,-984,3318,0,-13100,0,3156,0.041849542,0.484785634
1,-4672,-6553,-422,-4960,260,5343,-11660,-87,-7485,-3363,0,68900,0,-4932,-0.005906332,0.18080886
1,8656,2284,-160,10334,9133,9367,1581,-11,-508,1198,0,-405800,0,-477,-0.110527755,0.376550003
1,2792,-4696,-184,5493,2101,4824,2228,-23,3303,1281,0,-461000,0,691,-0.009351753,0.794077223
1,-4670,-24995,-1863,24835,1722,5493,-79,-64,-14158,4468,0,54387900,0,-6392,-0.154995498,0.135938148
1,-10231,-5784,-76,12885,-12598,-28604,-945,-7,316,2988,0,-16000,0,2367,-0.108987067,0.367613063
1,14927,80,59,2067,5385,37970,11248,-10,8475,9847,343,8800,0,9542,-0.025574548,0.298807814
1,1918,-5443,-567,2507,-72,6759,-588,-51,-368,3092,0,500,0,1991,0.008959047,0.118177915
1,14429,-351,-22,-1196,4234,51146,26906,-88,17742,11570,0,-467000,0,10195,0.028344295,0.234430937
1,1935,6651,1896,-3997,-2450,7539,286,59,106,4284,0,-4400,0,4386,-0.008297175,0.346898081
1,5255,3529,822,2562,2883,13069,4553,-30,3063,5240,249,-11100,0,2372,-0.055813953,0.363384796
1,-3723,-4158,9,336,-3375,1300,-492,-4,-953,44,0,-122000,0,-349,-0.07024884,0.532797418
1,10753,-2517,-64,13297,3065,16297,6720,82,3121,7745,0,-623000,0,7687,-0.078155252,0.126771137
1,5702,1084,452,738,1464,2043,561,112,198,6689,0,-63000,0,4239,-0.039202353,0.383966412
1,3739,1138,0,-299,1853,5523,653,-505,561,2197,0,-700,0,1885,-0.027019228,0.220268131
1,3640,-4182,-94,5959,361,55852,4447,-27,3310,6837,0,500,0,3279,-0.016320253,0.407075158
1,-1458,-3734,491,1936,-115,514,486,9,1618,3081,0,-373000,0,-1343,-0.044463439,0.558910285
1,1810,-2404,-544,2967,-668,2085,568,80,643,2929,-480,-1298000,0,2479,-0.050988865,0.447414264
1,35821,6342,-190,21331,31214,13784,5068,126,2201,5925,491,25000,105800,4606,0.010635935,0.565472936
1,2203,221,51,11180,-3322,22423,2155,-103,2776,5056,0,5063828,40846905,5525,-0.093193063,0.742899454
1,6532,-2461,120,3298,7814,17783,5990,22,6358,1149,309,-1660000,0,-1283,-0.046802611,0.436568899
1,968,-2218,-95,-1156,935,4206,125,15,-384,-151,0,4000,0,33,-0.020399703,0.621284093
1,18306,343,0,3085,15270,88423,1697,30,-3780,2315,1600,-922100,1236000,3036,0.087576375,0.660307957
1,-1087,-4414,30,4578,-2065,16662,3606,31,1659,1806,0,69000,0,979,-0.05658155,0.660609603
1,-1642,-3124,-327,-874,-310,27364,-69,-61,-466,-237,0,63700,0,-1332,-0.032845721,0.445084499
1,3542,1359,-72,828,-2267,42405,10495,-17,8996,5168,-137,694000,0,5808,-0.099387698,0.583661623
1,8759,-2438,-12,9432,6423,3254,2525,38,1609,3200,0,-172000,0,2335,-0.08499697,0.476308105
1,9676,-602,50,-679,8144,-386,-925,137,-662,1832,0,57700,0,1532,0.037171434,0.494335869
1,-1018,-1933,-5,930,-839,7246,2927,-7,297,455,0,-1340100,0,-179,-0.087859053,0.64200464
1,3171,-15,41,-810,2268,11733,1378,-16,797,1371,0,263000,0,902,-0.032828163,0.541617364
1,114,-1701,-645,3185,-1900,2948,1514,-55,794,3337,0,6290,0,2015,0.000759078,0.385716048
1,-2401,-1641,11,-15,-2526,-1108,-147,5,-45,137,0,208000,0,124,-0.025167721,0.880584356
1,-6282,-1479,-18,82,-9387,-4084,-67,-245,3508,6516,0,-467000,0,3105,-0.015150214,0.359254701
1,147,3858,-55,-1618,574,2022,1023,-20,613,2629,0,-404300,0,-426,-0.093628707,0.266195078
1,599,1366,3722,-3437,421,28197,3309,9,1371,1284,0,334000,0,177,-0.017637045,0.6335814
1,3336,-2947,-28,4047,2724,-5994,2154,-179,1386,1821,0,-464000,0,611,0.056679359,0.762989846
1,-1939,-3864,-88,1724,-4172,4305,2411,19,2684,2814,3,986000,5000,2232,-0.062066117,0.597910306
1,-10099,-3119,-12,-5253,-7862,-7493,-2739,-34,-1553,-1286,0,-2677900,0,-2237,-0.097922091,0.787757186
1,-2567,99,0,-6025,-1981,-7051,-1791,-1,-344,-150,-10,1032000,0,-585,0.055271738,0.571584325
1,-1785,-2202,176,-545,-1090,-184,-655,14,-717,449,0,-533000,0,-695,-0.029655202,0.462690822
1,-1283,-5900,-4993,2391,-7966,-19223,-129,-12,-49,7626,-8481,-3086800,0,6682,0.004683024,0.484708817
1,-12364,-3939,-75,7779,-14499,-25243,-684,-13,2927,2807,0,12000,0,2135,-0.113838707,0.400758493
1,3527,-1092,-198,676,2255,12188,401,-7,773,1851,0,22100,0,1272,-0.000162519,0.694594624
1,1420,1728,0,-749,-2400,-1572,2737,48,12225,4141,0,4700,-940000,3820,-0.000823558,0.308934494
1,5087,6618,0,-1502,10276,4901,-496,27,-4922,-3501,-2840,57500,0,-5188,-0.122585314,0.632811891
1,-6369,1355,2150,-214,-6590,-4414,-978,-22,-134,427,0,-89000,0,220,-0.024654239,0.749381974
1,3173,-2344,-31,1472,2066,9544,2282,-56,807,982,0,206000,0,1107,-0.025438959,0.727739516
1,-4913,-4056,0,-1241,-6794,2787,715,-31,523,2221,-20,301000,0,1882,-0.067592666,0.639772177
1,2538,-5446,-95,7097,1615,10648,3126,1,-385,3321,0,-37000,0,922,-0.063106577,0.615032989
1,-48,-1051,-11,614,-1472,4408,487,-8,350,1881,0,152000,0,1424,-0.019819657,0.574713553
1,850,-1231,-68,629,-41,3994,1507,22,668,3001,0,-95000,0,892,-0.009213202,0.576491401
1,4423,-2207,-67,-567,3359,30098,2539,-11,2198,1085,-35,174100,0,1063,0.006333942,0.711794078
1,-2818,-4794,-16,938,-3192,6424,1719,23,363,1572,0,190200,0,374,-0.069705125,0.4711505
1,2473,-656,-216,4518,1948,4841,1539,-3,1086,1257,0,102200,0,525,-0.053993815,0.273959974
1,-1568,1307,536,-1252,-2155,-952,216,-2,688,717,0,232000,0,587,-0.038597483,0.650973184
1,-11993,230,523,-6312,-13654,12978,892,-6,781,2102,0,200900,0,1661,0.017207328,0.448123751
1,-4741,-33,1747,-3113,-1156,-5554,-1189,5,-4226,-3271,-7454,891000,0,-3585,-0.1049877,0.752665091
1,-1614,-2899,-12,3935,-481,1362,740,1,-1461,273,0,-14000,0,-1132,-0.069339834,0.331222938
1,4022,-866,381,1285,3362,6142,2570,11,508,-211,1,48000,0,661,-0.026753062,0.234751982
1,124,2508,830,533,-642,-4198,-1394,-33,-467,959,0,-14000,0,766,-0.046672472,0.335750715
1,-1215,-286,9,-867,-1666,-2421,2664,-3,137,1614,0,-43200,0,450,-0.030146992,0.099694142
1,-19810,-18913,0,-429,-1983,-590,-139,0,-14971,-17942,0,-538000,0,-17828,-0.276878276,0.807416036
1,-4765,-2328,0,3716,-4627,129,-835,80,-544,565,47,321000,0,-138,-0.092118558,0.300230588
1,-1077,-1618,186,-933,-1286,3644,1268,3,1287,2042,0,446000,0,209,-0.06577662,0.467990882
1,2133,-2676,-3,3716,944,-4078,343,4,574,2210,0,-29200,0,1189,0.011411599,0.307136158
1,1137,-489,0,1340,86,507,351,-52,169,1096,0,-8400,0,1051,-0.003232674,0.029291177
1,-1470,-1566,0,3917,-2718,663,2472,73,1738,2032,0,2651800,0,1249,-0.106161251,0.754186389
1,7781,-1710,-1,3050,4617,27790,7902,8,8660,3959,0,-1983000,0,3165,0.008723705,0.521352241
1,-7202,-2028,-787,-6425,-9663,4303,2052,2,1262,2160,6,-264000,0,2461,-0.056950002,0.487045794
1,2808,3803,525,1376,2379,-1264,1727,135,841,1140,0,604000,0,429,-0.054283739,0.614741322
1,6289,1135,-179,-295,4458,13743,1683,-52,545,1537,0,951100,0,1831,0.028992421,0.451911019
1,-861,-670,305,108,-1941,3995,-361,3,-1034,-184,0,125000,0,1080,-0.060057408,0.8748896
1,7517,2501,121,4064,2950,5081,1202,28,-241,3437,0,-94000,0,4566,-0.06372938,0.414240969
1,-6550,-1455,-16,1938,-7779,-10523,-1702,-32,-1145,1622,0,-5000,0,1230,-0.038208095,0.56594429
1,5056,-2274,-2,3683,2782,3502,1643,0,877,3121,1,34000,0,2274,-0.012807165,0.485274612
1,-1524,-2134,-438,-295,-2482,1945,2239,2,1533,1014,0,-1557000,0,958,-0.033513097,0.731381613
1,-12146,-1189,0,-7030,-10957,-84,503,9,124,-386,0,221000,0,-1190,0.04377297,0.534442077
1,-470,-1358,-106,449,-926,-1492,1437,-49,2249,571,0,-141000,0,455,-0.011523853,0.921980204
1,2615,-798,0,176,734,8147,2872,4,1487,2543,0,-180000,0,1881,-0.046951166,0.50642167
1,5016,495,0,-1783,563,-8306,-5828,12,-4432,4889,-7109,-150600,0,4453,0.066131792,0.369845437
1,4749,1150,3684,13236,4069,2284,-2761,0,-2261,7199,0,11300,0,681,-0.028822537,0.635249904
1,-6283,-5121,-93,-1775,165,14130,668,40,-5976,-6088,0,29900,0,-6448,-0.130941093,0.14670499
1,-8447,86,303,-1250,-9116,-32048,-1859,-37,-952,721,0,-27900,0,669,0.016104432,0.735704887
1,4845,-983,0,1502,2973,8167,2711,-5,2209,2330,0,96000,0,1873,-0.009715714,0.560457492
1,-809,-1248,-13,-2257,-420,-1716,-226,-73,-232,-42,-154,189000,0,-388,-0.002805836,0.61743983
1,3158,-299,-77,3155,2181,-294,645,-24,666,1984,0,67000,0,978,-0.020435244,0.350989759
1,4219,-37,-1,-3411,758,46559,1084,-3,-921,3410,0,-47900,0,3460,0.043759269,0.677168059
1,2096,-206,148,261,-796,9816,1229,25,621,3347,0,-2600,189770,2892,-0.030801794,0.486747331
1,1429,-5951,-324,8098,568,798,1076,-18,1071,947,0,577750,0,862,-0.068628695,0.29060954
1,-25744,-10637,-78,-10678,-21748,-1625,-1163,-50,-1438,-2796,0,-1384400,0,-3996,0.120307438,0.379883123
1,-1175,-1492,163,1153,-375,322,302,86,-386,-610,0,42000,0,-801,-0.048039704,0.338092867
1,-1153,-2396,-27,689,-1775,-631,950,32,1668,567,-3,92000,0,623,-0.051829615,0.400778905
1,8743,-1208,-29,-2197,8107,10688,1418,3,898,837,0,-3000,0,636,0.034028214,0.714708117
1,2040,617,0,514,2246,-2493,-1761,-3,-1610,396,0,24800,0,-205,-0.022711848,0.473356619
1,2689,-878,0,1153,1585,3538,1295,-14,1205,899,0,-308000,0,1104,-0.014608256,0.344970514
1,-2154,-1356,0,-3301,-2209,18860,1232,-31,1323,471,0,19200,0,54,-0.044191876,0.124004878
1,-189,-1641,-79,520,-1040,6277,3209,-8,1625,885,0,871000,0,851,-0.043487855,0.748765128
1,-4245,-1352,-75,1211,-4827,88,1014,-18,559,536,0,235000,0,583,-0.040933487,0.448943542
1,-2925,-1664,-62,490,-3208,3672,1781,-21,682,375,0,5200,0,282,-0.071207006,0.703501225
1,1876,2999,780,-2727,742,1602,891,1,-339,1520,-1,-266000,0,1134,0.03248983,0.788860126
1,437,887,-264,-1757,-385,2527,3234,83,281,1061,150,-33000,0,822,-0.049397891,0.595696166
1,-4050,-1914,1351,-198,-7431,7090,2825,13,2148,3398,0,-256000,0,3380,-0.114680565,0.72947009
1,5547,-422,-119,2314,4770,8744,561,-9,97,673,0,429200,0,777,-0.013433469,0.888731017
1,5062,4363,2398,-1805,2251,6865,-3,1,103,3117,0,38100,0,2811,0.051547361,0.230251152
1,-14559,-12598,-1099,4274,-8251,-6372,780,235,-4091,-6164,0,-903000,0,-6308,-0.287785589,0.733609689
1,-14150,286,-11,129,-15658,-13282,1433,8,864,1514,0,-139000,0,1508,-0.244767275,0.684163242
1,1311,-109,-143,257,698,9578,1852,-7,1180,972,0,138400,0,613,-0.007849777,0.360358627
1,4456,-2699,0,262,4667,-119,-4,0,-9,79,0,0,0,-211,0.035940555,0.949726242
1,-489,-1777,41,-368,-1290,15452,2613,26,3670,2783,0,-12800,0,800,-0.066818333,0.656376866
1,-1768,-46,-100,-3044,-857,4158,880,-11,422,443,0,-27100,0,-911,-0.023191716,0.189333386
1,4606,492,0,-248,3296,6171,666,2,752,1335,0,30,0,1310,0.075514874,0.537936524
1,-4943,354,73,552,-7266,-10659,-1057,11,-784,2549,0,-12000,0,2323,0.018153102,0.597113097
1,992,-619,0,775,619,3485,148,18,101,677,0,98000,0,373,-0.005347808,0.68155507
1,-625,2407,-1,-4806,734,-17375,-4399,1,-2689,-1377,0,313800,0,-1360,0.049963277,0.469132528
1,2164,810,-22,1193,1055,3165,941,25,219,1293,0,22500,0,1110,-0.055620597,0.236305379
1,-1828,-2079,-12,-128,-1797,4260,2116,11,1350,706,0,91000,0,-30,-0.015667898,0.633218422
1,3846,-298,-31,762,1950,7423,1967,-10,3446,1979,0,-413000,0,1896,-0.01824281,0.576750254
1,3451,-1574,8,2138,2269,6893,1157,15,653,960,1029,90000,3640000,1181,-0.028214151,0.654413305
1,1261,-1370,-9,1776,-134,12102,2913,11,989,1436,0,135000,0,1395,-0.084051957,0.561477447
1,-2412,-1865,-43,-3146,-2414,-521,-3944,-7,-2033,-420,-181,82000,0,2,0.006113879,0.38469572
1,-3704,-768,0,-1194,-4121,7181,544,15,227,524,0,1113200,0,418,-0.092176034,0.778433465
1,-11675,-1211,8,6457,-14934,-2719,-839,8,172,4362,0,33000,0,3260,-0.169309148,0.290219158
1,-5703,-2834,254,-1811,-3029,-6891,313,-10,1010,341,-152,-3800,0,-2674,-0.054830576,0.661527913
1,-710,833,-8,-2763,-115,-1600,-667,59,-1320,735,-1,-61200,0,-596,0.041685134,0.095448099
1,1178,1234,0,-465,1052,677,-237,-22,-157,214,-3238,-13304,0,125,-0.02766949,0.631491688
1,-1882,-986,189,1,-3073,-804,-141,24,1674,1743,0,473000,0,1191,-0.011590036,0.584757755
1,-2389,-1989,-1,-424,-808,-517,-730,32,-518,372,0,5000,0,-1582,-0.02308388,0.304883563
1,341,-677,-33,380,-44,463,-671,-1,-215,968,0,122000,0,384,-0.045210832,0.438295165
1,-1772,-566,0,-1228,-1672,-11354,-470,-4,-330,-45,0,1348500,0,-101,0.019554219,0.710720634
1,-1925,-874,-18,344,-1785,771,310,5,104,363,0,238000,0,-140,-0.05356153,0.739444752
1,1919,-56,93,206,2111,4626,398,1,10,67,-80,-43000,49000,-192,-0.080740861,0.767899109
1,-1309,-1179,-24,-980,-1191,7679,452,-34,345,259,-147,110000,0,-119,-0.020562316,0.537161375
1,5711,-154,0,718,5833,11151,1199,1,554,148,0,592000,0,-123,-0.020416834,0.74964005
1,531,1494,1250,-1261,-267,919,259,9,40,782,0,4600,0,798,-0.009654748,0.104025178
1,-11723,-258,0,850,-11919,-11975,-101,1,-55,334,-150,600600,487500,197,-0.008735698,0.710250202
1,1289,-780,0,1218,938,2782,568,-8,380,665,0,-164000,0,350,-0.02567696,0.303182898
1,-937,-144,-11,-461,-1288,-2418,-555,4,-416,354,0,-46000,0,350,-0.017387556,0.554006802
1,-1374,-375,-113,-706,-47,-35992,-1722,-60,-679,-840,0,-7000,0,-1326,-0.055960596,0.431445222
1,763,-1330,-19,2489,-351,11698,1902,11,3757,1130,0,-78100,0,1116,-0.067469939,0.633480133
1,1652,60,-126,-1581,982,2194,521,33,75,601,0,-11400,0,670,0.009997513,0.356652574
1,1896,-922,-505,672,54,-490,35,-2,8,1632,0,-200,0,1841,-0.055504704,0.161632342
1,-3251,-1028,567,-1218,-1316,-1678,-1188,0,-1977,-1892,517,41500,0,-1935,-0.045254606,0.796496585
1,654,-1185,-89,-364,546,7754,2174,-31,2090,799,0,29000,0,108,0.010357492,0.664913996
1,322,-1008,-17,634,184,2018,1875,-6,2774,538,-1,-89200,0,138,-0.015296316,0.673011212
1,1300,-1846,56,1485,659,8716,3315,-2,2007,1109,0,-35500,0,641,-0.027476811,0.321010889
1,2432,295,-20,1293,1549,8316,1023,24,975,1232,0,20700,0,882,-0.063906588,0.515764719
1,3120,-365,0,-2005,2607,4547,600,0,146,571,0,2400,0,514,0.106801481,0.540913863
1,710,-954,-34,-2385,-1041,-22951,1103,-1,92,1695,0,427000,0,1750,0.145174663,0.785347115
1,-1251,-1010,-9,608,-396,-982,83,-5,-420,589,0,880000,0,-854,-0.04715573,0.168970092
1,-570,-389,-2,-1118,1067,870,598,-14,382,-4288,-250,-6200,-4636500,-1636,-0.018613751,0.243683622
1,1133,421,-10,725,761,724,591,1,290,838,0,822000,0,372,-0.047118358,0.566207478
1,3210,-1079,-4,1674,573,6240,3522,24,3446,2709,0,40000,0,2636,-0.00463696,0.278981
1,-802,250,0,-1360,-1198,-320,-375,-5,-237,527,-263,70800,0,396,-0.024550337,0.237064189
1,-1218,2094,443,510,-1719,3470,598,36,83,464,0,555000,0,501,-0.068308272,0.87020287
1,-2401,-3036,-7,234,-2610,4424,2332,12,2081,391,0,-5400,0,209,-0.113652629,0.48879219
1,4,-1701,0,2128,-363,46,116,-21,46,333,0,-2300,0,367,-0.018071944,0.891425135
1,2960,1049,-6,-382,1416,4606,1746,-11,907,1699,-38,-4300,0,1546,-0.01595887,0.164759725
1,-1038,-372,-6,325,2094,2367,195,13,-348,-2628,0,298000,0,-3132,-0.056889368,0.632946677
1,6681,5189,0,586,4366,5184,482,-28,437,1225,1079,4510600,15116000,2315,-0.030004209,0.815074259
1,-2272,2525,0,-597,-1604,-4512,-218,69,-530,-696,0,12000,0,-669,-0.022788768,0.655342433
1,889,51,-35,76,594,1233,68,-1,12,256,0,49000,0,294,-0.010951009,0.617533748
1,-1755,-276,200,-24,-1637,-168,205,-23,337,209,0,704000,0,-119,-0.013056181,0.29642705
1,195,379,-73,-861,518,866,-444,-7,-507,-19,0,347000,0,-323,-0.000518356,0.642212465
1,1523,-79,-4,-1121,1413,6499,190,12,117,322,0,-234000,0,110,0.033651323,0.758883641
1,-74,-1425,19,310,-80,2942,1024,2,817,586,0,197000,0,6,-0.009889835,0.310403105
1,6345,6346,-36,-101,4705,9906,-62,23,-241,1568,0,875,0,1640,-0.108641508,0.701882153
1,-339,-1052,-123,486,-535,1185,229,-3,277,354,0,54000,0,196,-0.036228861,0.509225684
1,978,741,-22,-49,-817,-472,-178,-16,-127,1139,881,-224000,13961000,1795,-0.019737912,0.586674471
1,1455,1692,-77,-358,1216,-1441,-651,4,-474,207,0,532000,0,239,-0.024894348,0.625957475
1,402,-144,287,273,920,2872,-203,-46,-676,-692,0,49300,0,-517,-0.016785065,0.269387081
